month,component_id,forecast_units
2025-04,C0177,71
2025-04,C0178,87
2025-04,C0179,55
2025-04,C0180,483
2025-04,C0181,519
2025-04,C0182,350
2025-04,C0183,391
2025-04,C0184,685
2025-04,C0185,459
2025-04,C0186,334
2025-04,C0187,467
2025-04,C0188,388
2025-04,C0189,540
2025-04,C0190,264
2025-04,C0191,398
2025-04,C0192,344
2025-04,C0193,134644
2025-04,C0194,122611
2025-04,C0195,61419
2025-04,C0196,79791
2025-04,C0197,50495
2025-04,C0198,161661
2025-04,C0199,61046
2025-04,C0200,77440
2025-04,C0201,116351
2025-04,C0202,43768
2025-04,C0203,112291
2025-04,C0204,150104
2025-04,C0205,130983
2025-04,C0206,109821
2025-04,C0207,135179
2025-04,C0208,67296
2025-04,C0209,73316
2025-04,C0210,111839
2025-04,C0211,108362
2025-04,C0212,47009
2025-04,C0213,136996
2025-04,C0214,74702
2025-04,C0215,72819
2025-04,C0216,93070
2025-04,C0217,142603
2025-04,C0218,102643
2025-04,C0219,61811
2025-04,C0220,86314
2025-04,C0221,99957
2025-04,C0222,93837
2025-04,C0223,1645
2025-04,C0224,1154
2025-04,C0225,2301
2025-04,C0226,1278
2025-04,C0227,1192
2025-04,C0228,1254
2025-04,C0229,1094
2025-04,C0230,1348
2025-04,C0231,1909
2025-04,C0232,2715
2025-04,C0233,1044
2025-04,C0234,2366
2025-04,C0235,1826
2025-04,C0236,554
2025-04,C0237,1339
2025-04,C0238,2286
2025-04,C0239,1778
2025-04,C0240,2579
2025-05,C0001,406
2025-05,C0002,289
2025-05,C0003,514
2025-05,C0004,271
2025-05,C0005,328
2025-05,C0006,180
2025-05,C0007,498
2025-05,C0008,236
2025-05,C0009,428
2025-05,C0010,180
2025-05,C0011,299
2025-05,C0012,241
2025-05,C0013,205
2025-05,C0014,16643
2025-05,C0015,22016
2025-05,C0016,23734
2025-05,C0017,30522
2025-05,C0018,22847
2025-05,C0019,22154
2025-05,C0020,32400
2025-05,C0021,23097
2025-05,C0022,16951
2025-05,C0023,34535
2025-05,C0024,16847
2025-05,C0025,10712
2025-05,C0026,12477
2025-05,C0027,17713
2025-05,C0028,15310
2025-05,C0029,16506
2025-05,C0030,21266
2025-05,C0031,26590
2025-05,C0032,32100
2025-05,C0033,18984
2025-05,C0034,27180
2025-05,C0035,17649
2025-05,C0036,27990
2025-05,C0037,20668
2025-05,C0038,25564
2025-05,C0039,25564
2025-05,C0040,20348
2025-05,C0041,27666
2025-05,C0042,20845
2025-05,C0043,31124
2025-05,C0044,49520
2025-05,C0045,80232
2025-05,C0046,35634
2025-05,C0047,31144
2025-05,C0048,95546
2025-05,C0049,103724
2025-05,C0050,48090
2025-05,C0051,134802
2025-05,C0052,101205
2025-05,C0053,108042
2025-05,C0054,63305
2025-05,C0055,98424
2025-05,C0056,35254
2025-05,C0057,102356
2025-05,C0058,97449
2025-05,C0059,26795
2025-05,C0060,72776
2025-05,C0061,73996
2025-05,C0062,62517
2025-05,C0063,42579
2025-05,C0064,94290
2025-05,C0065,95118
2025-05,C0066,55703
2025-05,C0067,82873
2025-05,C0068,92794
2025-05,C0069,46750
2025-05,C0070,41832
2025-05,C0071,64011
2025-05,C0072,41555
2025-05,C0073,54743
2025-05,C0074,66290
2025-05,C0075,43719
2025-05,C0076,85069
2025-05,C0077,20467
2025-05,C0078,41258
2025-05,C0079,63538
2025-05,C0080,58154
2025-05,C0081,35891
2025-05,C0082,53717
2025-05,C0083,29007
2025-05,C0084,45412
2025-05,C0085,67459
2025-05,C0086,33081
2025-05,C0087,46997
2025-05,C0088,18545
2025-05,C0089,66769
2025-05,C0090,78529
2025-05,C0091,51176
2025-05,C0092,14363
2025-05,C0093,19886
2025-05,C0094,24603
2025-05,C0095,27024
2025-05,C0096,26644
2025-05,C0097,14742
2025-05,C0098,12002
2025-05,C0099,14408
2025-05,C0100,11018
2025-05,C0101,8652
2025-05,C0102,21763
2025-05,C0103,17503
2025-05,C0104,13592
2025-05,C0105,15543
2025-05,C0106,8524
2025-05,C0107,18830
2025-05,C0108,22253
2025-05,C0109,22382
2025-05,C0110,7195
2025-05,C0111,16402
2025-05,C0112,15753
2025-05,C0113,25122
2025-05,C0114,13241
2025-05,C0115,13640
2025-05,C0116,11315
2025-05,C0117,11383
2025-05,C0118,22942
2025-05,C0119,13753
2025-05,C0120,7512
2025-05,C0121,14272
2025-05,C0122,12868
2025-05,C0123,9142
2025-05,C0124,16992
2025-05,C0125,10785
2025-05,C0126,23189
2025-05,C0127,19739
2025-05,C0128,19405
2025-05,C0129,16907
2025-05,C0130,19540
2025-05,C0131,9520
2025-05,C0132,9672
2025-05,C0133,12288
2025-05,C0134,9220
2025-05,C0135,18511
2025-05,C0136,9595
2025-05,C0137,11159
2025-05,C0138,18618
2025-05,C0139,9759
2025-05,C0140,8218
2025-05,C0141,11135
2025-05,C0142,10431
2025-05,C0143,10429
2025-05,C0144,12656
2025-05,C0145,11951
2025-05,C0146,8664
2025-05,C0147,9989
2025-05,C0148,10651
2025-05,C0149,5746
2025-05,C0150,96882
2025-05,C0151,108408
2025-05,C0152,164203
2025-05,C0153,147416
2025-05,C0154,94812
2025-05,C0155,130368
2025-05,C0156,179385
2025-05,C0157,128889
2025-05,C0158,208993
2025-05,C0159,112485
2025-05,C0160,95388
2025-05,C0161,135391
2025-05,C0162,110020
2025-05,C0163,139686
2025-05,C0164,131141
2025-05,C0165,146710
2025-05,C0166,97919
2025-05,C0167,77053
2025-05,C0168,123059
2025-05,C0169,103508
2025-05,C0170,160425
2025-05,C0171,83542
2025-05,C0172,85806
2025-05,C0173,159850
2025-05,C0174,87043
2025-05,C0175,46
2025-05,C0176,64
2025-05,C0177,54
2025-05,C0178,59
2025-05,C0179,64
2025-05,C0180,325
2025-05,C0181,521
2025-05,C0182,355
2025-05,C0183,333
2025-05,C0184,364
2025-05,C0185,513
2025-05,C0186,436
2025-05,C0187,268
2025-05,C0188,418
2025-05,C0189,684
2025-05,C0190,262
2025-05,C0191,231
2025-05,C0192,346
2025-05,C0193,76668
2025-05,C0194,106147
2025-05,C0195,75670
2025-05,C0196,111851
2025-05,C0197,55859
2025-05,C0198,171349
2025-05,C0199,56654
2025-05,C0200,111357
2025-05,C0201,122321
2025-05,C0202,52153
2025-05,C0203,107330
2025-05,C0204,130646
2025-05,C0205,63876
2025-05,C0206,75690
2025-05,C0207,110549
2025-05,C0208,81755
2025-05,C0209,123965
2025-05,C0210,92748
2025-05,C0211,142365
2025-05,C0212,50071
2025-05,C0213,121730
2025-05,C0214,75239
2025-05,C0215,40663
2025-05,C0216,79164
2025-05,C0217,89215
2025-05,C0218,88838
2025-05,C0219,103465
2025-05,C0220,84339
2025-05,C0221,98612
2025-05,C0222,117391
2025-05,C0223,1522
2025-05,C0224,756
2025-05,C0225,2519
2025-05,C0226,1215
2025-05,C0227,991
2025-05,C0228,771
2025-05,C0229,700
2025-05,C0230,1735
2025-05,C0231,2611
2025-05,C0232,2517
2025-05,C0233,1441
2025-05,C0234,2742
2025-05,C0235,2019
2025-05,C0236,752
2025-05,C0237,2605
2025-05,C0238,2499
2025-05,C0239,2097
2025-05,C0240,1793
2025-06,C0001,266
2025-06,C0002,455
2025-06,C0003,553
2025-06,C0004,209
2025-06,C0005,220
2025-06,C0006,292
2025-06,C0007,440
2025-06,C0008,274
2025-06,C0009,266
2025-06,C0010,122
2025-06,C0011,511
2025-06,C0012,236
2025-06,C0013,231
2025-06,C0014,29423
2025-06,C0015,22436
2025-06,C0016,18797
2025-06,C0017,41173
2025-06,C0018,18643
2025-06,C0019,20944
2025-06,C0020,25907
2025-06,C0021,16802
2025-06,C0022,14930
2025-06,C0023,24239
2025-06,C0024,23108
2025-06,C0025,7110
2025-06,C0026,20910
2025-06,C0027,28103
2025-06,C0028,22539
2025-06,C0029,8761
2025-06,C0030,18249
2025-06,C0031,22757
2025-06,C0032,17893
2025-06,C0033,17490
2025-06,C0034,22275
2025-06,C0035,28951
2025-06,C0036,27884
2025-06,C0037,19831
2025-06,C0038,25543
2025-06,C0039,17631
2025-06,C0040,11846
2025-06,C0041,32573
2025-06,C0042,23227
2025-06,C0043,28340
2025-06,C0044,36942
2025-06,C0045,53851
2025-06,C0046,60532
2025-06,C0047,20134
2025-06,C0048,59500
2025-06,C0049,89416
2025-06,C0050,76555
2025-06,C0051,116043
2025-06,C0052,101293
2025-06,C0053,100815
2025-06,C0054,51386
2025-06,C0055,67179
2025-06,C0056,48259
2025-06,C0057,100992
2025-06,C0058,53415
2025-06,C0059,20840
2025-06,C0060,78794
2025-06,C0061,62130
2025-06,C0062,58029
2025-06,C0063,78071
2025-06,C0064,56053
2025-06,C0065,66101
2025-06,C0066,62038
2025-06,C0067,82334
2025-06,C0068,78628
2025-06,C0069,46884
2025-06,C0070,52621
2025-06,C0071,35775
2025-06,C0072,42570
2025-06,C0073,52110
2025-06,C0074,49273
2025-06,C0075,60044
2025-06,C0076,62698
2025-06,C0077,29577
2025-06,C0078,41715
2025-06,C0079,39222
2025-06,C0080,59003
2025-06,C0081,38486
2025-06,C0082,63397
2025-06,C0083,41320
2025-06,C0084,43327
2025-06,C0085,52092
2025-06,C0086,28205
2025-06,C0087,43670
2025-06,C0088,29507
2025-06,C0089,67001
2025-06,C0090,40831
2025-06,C0091,88390
2025-06,C0092,5896
2025-06,C0093,15959
2025-06,C0094,14121
2025-06,C0095,23479
2025-06,C0096,23938
2025-06,C0097,16796
2025-06,C0098,10756
2025-06,C0099,20858
2025-06,C0100,10707
2025-06,C0101,8516
2025-06,C0102,13354
2025-06,C0103,12907
2025-06,C0104,11796
2025-06,C0105,10842
2025-06,C0106,7584
2025-06,C0107,17359
2025-06,C0108,14538
2025-06,C0109,12172
2025-06,C0110,7417
2025-06,C0111,26724
2025-06,C0112,14539
2025-06,C0113,22312
2025-06,C0114,18676
2025-06,C0115,9152
2025-06,C0116,6623
2025-06,C0117,25463
2025-06,C0118,20703
2025-06,C0119,14960
2025-06,C0120,14829
2025-06,C0121,16939
2025-06,C0122,7809
2025-06,C0123,14325
2025-06,C0124,13108
2025-06,C0125,15495
2025-06,C0126,23264
2025-06,C0127,8688
2025-06,C0128,14482
2025-06,C0129,13461
2025-06,C0130,18757
2025-06,C0131,8806
2025-06,C0132,10646
2025-06,C0133,20314
2025-06,C0134,9102
2025-06,C0135,18676
2025-06,C0136,10802
2025-06,C0137,11765
2025-06,C0138,13068
2025-06,C0139,13684
2025-06,C0140,8758
2025-06,C0141,9904
2025-06,C0142,10363
2025-06,C0143,11788
2025-06,C0144,6270
2025-06,C0145,7109
2025-06,C0146,17471
2025-06,C0147,14276
2025-06,C0148,14596
2025-06,C0149,4699
2025-06,C0150,111295
2025-06,C0151,121149
2025-06,C0152,116050
2025-06,C0153,82378
2025-06,C0154,103311
2025-06,C0155,125304
2025-06,C0156,168015
2025-06,C0157,93552
2025-06,C0158,128627
2025-06,C0159,166321
2025-06,C0160,76540
2025-06,C0161,107861
2025-06,C0162,153030
2025-06,C0163,102565
2025-06,C0164,92899
2025-06,C0165,109889
2025-06,C0166,92975
2025-06,C0167,71365
2025-06,C0168,133102
2025-06,C0169,54623
2025-06,C0170,144806
2025-06,C0171,79087
2025-06,C0172,116504
2025-06,C0173,173243
2025-06,C0174,92060
2025-06,C0175,78
2025-06,C0176,75
2025-06,C0177,60
2025-06,C0178,54
2025-06,C0179,44
2025-06,C0180,465
2025-06,C0181,652
2025-06,C0182,434
2025-06,C0183,329
2025-06,C0184,590
2025-06,C0185,434
2025-06,C0186,337
2025-06,C0187,263
2025-06,C0188,281
2025-06,C0189,516
2025-06,C0190,569
2025-06,C0191,317
2025-06,C0192,449
2025-06,C0193,65322
2025-06,C0194,81258
2025-06,C0195,70598
2025-06,C0196,81827
2025-06,C0197,49131
2025-06,C0198,138160
2025-06,C0199,75119
2025-06,C0200,61431
2025-06,C0201,101213
2025-06,C0202,48502
2025-06,C0203,92198
2025-06,C0204,67503
2025-06,C0205,66783
2025-06,C0206,60712
2025-06,C0207,71437
2025-06,C0208,89211
2025-06,C0209,99858
2025-06,C0210,65850
2025-06,C0211,96700
2025-06,C0212,60935
2025-06,C0213,142145
2025-06,C0214,52406
2025-06,C0215,40870
2025-06,C0216,62854
2025-06,C0217,124252
2025-06,C0218,132350
2025-06,C0219,55280
2025-06,C0220,116723
2025-06,C0221,92369
2025-06,C0222,95613
2025-06,C0223,1505
2025-06,C0224,875
2025-06,C0225,2341
2025-06,C0226,1233
2025-06,C0227,1897
2025-06,C0228,1437
2025-06,C0229,659
2025-06,C0230,936
2025-06,C0231,1561
2025-06,C0232,2393
2025-06,C0233,1564
2025-06,C0234,2688
2025-06,C0235,1171
2025-06,C0236,1035
2025-06,C0237,2342
2025-06,C0238,1347
2025-06,C0239,1517
2025-06,C0240,2001
2025-07,C0001,325
2025-07,C0002,345
2025-07,C0003,378
2025-07,C0004,212
2025-07,C0005,300
2025-07,C0006,382
2025-07,C0007,261
2025-07,C0008,325
2025-07,C0009,505
2025-07,C0010,115
2025-07,C0011,485
2025-07,C0012,185
2025-07,C0013,318
2025-07,C0014,14252
2025-07,C0015,24015
2025-07,C0016,27317
2025-07,C0017,35805
2025-07,C0018,23623
2025-07,C0019,22698
2025-07,C0020,38181
2025-07,C0021,19672
2025-07,C0022,16906
2025-07,C0023,27035
2025-07,C0024,23118
2025-07,C0025,8261
2025-07,C0026,18100
2025-07,C0027,13881
2025-07,C0028,14477
2025-07,C0029,8080
2025-07,C0030,26462
2025-07,C0031,36164
2025-07,C0032,26048
2025-07,C0033,17279
2025-07,C0034,32776
2025-07,C0035,34354
2025-07,C0036,22271
2025-07,C0037,27883
2025-07,C0038,26753
2025-07,C0039,24793
2025-07,C0040,19759
2025-07,C0041,25024
2025-07,C0042,21322
2025-07,C0043,22861
2025-07,C0044,44992
2025-07,C0045,74935
2025-07,C0046,28226
2025-07,C0047,36824
2025-07,C0048,85615
2025-07,C0049,88913
2025-07,C0050,57620
2025-07,C0051,69260
2025-07,C0052,91050
2025-07,C0053,74725
2025-07,C0054,50966
2025-07,C0055,100736
2025-07,C0056,31325
2025-07,C0057,81045
2025-07,C0058,118732
2025-07,C0059,47675
2025-07,C0060,74500
2025-07,C0061,45062
2025-07,C0062,112045
2025-07,C0063,76323
2025-07,C0064,79560
2025-07,C0065,68374
2025-07,C0066,28558
2025-07,C0067,81018
2025-07,C0068,93744
2025-07,C0069,52218
2025-07,C0070,61788
2025-07,C0071,78886
2025-07,C0072,70053
2025-07,C0073,50123
2025-07,C0074,60468
2025-07,C0075,70150
2025-07,C0076,74179
2025-07,C0077,31336
2025-07,C0078,39691
2025-07,C0079,62357
2025-07,C0080,44336
2025-07,C0081,37163
2025-07,C0082,79506
2025-07,C0083,34048
2025-07,C0084,41790
2025-07,C0085,74425
2025-07,C0086,32258
2025-07,C0087,43216
2025-07,C0088,40595
2025-07,C0089,39152
2025-07,C0090,76398
2025-07,C0091,43013
2025-07,C0092,12295
2025-07,C0093,14506
2025-07,C0094,20144
2025-07,C0095,21826
2025-07,C0096,11564
2025-07,C0097,19273
2025-07,C0098,19507
2025-07,C0099,22337
2025-07,C0100,10920
2025-07,C0101,9268
2025-07,C0102,24675
2025-07,C0103,21773
2025-07,C0104,16988
2025-07,C0105,12708
2025-07,C0106,15015
2025-07,C0107,16055
2025-07,C0108,25884
2025-07,C0109,15074
2025-07,C0110,13798
2025-07,C0111,15633
2025-07,C0112,19442
2025-07,C0113,13915
2025-07,C0114,12861
2025-07,C0115,11705
2025-07,C0116,8456
2025-07,C0117,23071
2025-07,C0118,31082
2025-07,C0119,13266
2025-07,C0120,10928
2025-07,C0121,22337
2025-07,C0122,13916
2025-07,C0123,9320
2025-07,C0124,12125
2025-07,C0125,22046
2025-07,C0126,15350
2025-07,C0127,17484
2025-07,C0128,22394
2025-07,C0129,18582
2025-07,C0130,20542
2025-07,C0131,7794
2025-07,C0132,5921
2025-07,C0133,13584
2025-07,C0134,7768
2025-07,C0135,15010
2025-07,C0136,12752
2025-07,C0137,10441
2025-07,C0138,19589
2025-07,C0139,12171
2025-07,C0140,17164
2025-07,C0141,13866
2025-07,C0142,11646
2025-07,C0143,13241
2025-07,C0144,7530
2025-07,C0145,14908
2025-07,C0146,8408
2025-07,C0147,19560
2025-07,C0148,10567
2025-07,C0149,4941
2025-07,C0150,98680
2025-07,C0151,137037
2025-07,C0152,160047
2025-07,C0153,172223
2025-07,C0154,102042
2025-07,C0155,114932
2025-07,C0156,155781
2025-07,C0157,106410
2025-07,C0158,117989
2025-07,C0159,106380
2025-07,C0160,124322
2025-07,C0161,98196
2025-07,C0162,147606
2025-07,C0163,176699
2025-07,C0164,156557
2025-07,C0165,148362
2025-07,C0166,164176
2025-07,C0167,55917
2025-07,C0168,120510
2025-07,C0169,74199
2025-07,C0170,107505
2025-07,C0171,75245
2025-07,C0172,162560
2025-07,C0173,123440
2025-07,C0174,171812
2025-07,C0175,78
2025-07,C0176,65
2025-07,C0177,29
2025-07,C0178,61
2025-07,C0179,69
2025-07,C0180,363
2025-07,C0181,332
2025-07,C0182,516
2025-07,C0183,385
2025-07,C0184,434
2025-07,C0185,323
2025-07,C0186,510
2025-07,C0187,642
2025-07,C0188,291
2025-07,C0189,411
2025-07,C0190,264
2025-07,C0191,345
2025-07,C0192,533
2025-07,C0193,97467
2025-07,C0194,69867
2025-07,C0195,65803
2025-07,C0196,52627
2025-07,C0197,47541
2025-07,C0198,143914
2025-07,C0199,72227
2025-07,C0200,138968
2025-07,C0201,103015
2025-07,C0202,58077
2025-07,C0203,121358
2025-07,C0204,113146
2025-07,C0205,107844
2025-07,C0206,126898
2025-07,C0207,120882
2025-07,C0208,124314
2025-07,C0209,120597
2025-07,C0210,105997
2025-07,C0211,132316
2025-07,C0212,60416
2025-07,C0213,137314
2025-07,C0214,98070
2025-07,C0215,52301
2025-07,C0216,89033
2025-07,C0217,167314
2025-07,C0218,140926
2025-07,C0219,77903
2025-07,C0220,140728
2025-07,C0221,103569
2025-07,C0222,103642
2025-07,C0223,1390
2025-07,C0224,1126
2025-07,C0225,1925
2025-07,C0226,1148
2025-07,C0227,1387
2025-07,C0228,988
2025-07,C0229,1451
2025-07,C0230,1305
2025-07,C0231,2016
2025-07,C0232,3180
2025-07,C0233,2366
2025-07,C0234,2528
2025-07,C0235,1059
2025-07,C0236,1140
2025-07,C0237,1492
2025-07,C0238,2384
2025-07,C0239,1194
2025-07,C0240,2121
2025-08,C0001,225
2025-08,C0002,403
2025-08,C0003,528
2025-08,C0004,295
2025-08,C0005,284
2025-08,C0006,243
2025-08,C0007,245
2025-08,C0008,287
2025-08,C0009,236
2025-08,C0010,121
2025-08,C0011,430
2025-08,C0012,215
2025-08,C0013,330
2025-08,C0014,18004
2025-08,C0015,18708
2025-08,C0016,31799
2025-08,C0017,23771
2025-08,C0018,26702
2025-08,C0019,18347
2025-08,C0020,20421
2025-08,C0021,22969
2025-08,C0022,12671
2025-08,C0023,25496
2025-08,C0024,21315
2025-08,C0025,10144
2025-08,C0026,11648
2025-08,C0027,24788
2025-08,C0028,20295
2025-08,C0029,10903
2025-08,C0030,25312
2025-08,C0031,32561
2025-08,C0032,26142
2025-08,C0033,18503
2025-08,C0034,19312
2025-08,C0035,23110
2025-08,C0036,18247
2025-08,C0037,33667
2025-08,C0038,25849
2025-08,C0039,19905
2025-08,C0040,12008
2025-08,C0041,31070
2025-08,C0042,23035
2025-08,C0043,24183
2025-08,C0044,42701
2025-08,C0045,72068
2025-08,C0046,51561
2025-08,C0047,41137
2025-08,C0048,93917
2025-08,C0049,96654
2025-08,C0050,58167
2025-08,C0051,86472
2025-08,C0052,109706
2025-08,C0053,69916
2025-08,C0054,81022
2025-08,C0055,120012
2025-08,C0056,31528
2025-08,C0057,59165
2025-08,C0058,70327
2025-08,C0059,25535
2025-08,C0060,88004
2025-08,C0061,54684
2025-08,C0062,97025
2025-08,C0063,69177
2025-08,C0064,85440
2025-08,C0065,84253
2025-08,C0066,63036
2025-08,C0067,87277
2025-08,C0068,46144
2025-08,C0069,58443
2025-08,C0070,44103
2025-08,C0071,70044
2025-08,C0072,56649
2025-08,C0073,39387
2025-08,C0074,71560
2025-08,C0075,54425
2025-08,C0076,95320
2025-08,C0077,21660
2025-08,C0078,43626
2025-08,C0079,47500
2025-08,C0080,64798
2025-08,C0081,24665
2025-08,C0082,69222
2025-08,C0083,21368
2025-08,C0084,41811
2025-08,C0085,39859
2025-08,C0086,33668
2025-08,C0087,47848
2025-08,C0088,18873
2025-08,C0089,66201
2025-08,C0090,38596
2025-08,C0091,69350
2025-08,C0092,7920
2025-08,C0093,10724
2025-08,C0094,24391
2025-08,C0095,15322
2025-08,C0096,26264
2025-08,C0097,16959
2025-08,C0098,21469
2025-08,C0099,16977
2025-08,C0100,14697
2025-08,C0101,14740
2025-08,C0102,20392
2025-08,C0103,19518
2025-08,C0104,15832
2025-08,C0105,19397
2025-08,C0106,7772
2025-08,C0107,11947
2025-08,C0108,32165
2025-08,C0109,17581
2025-08,C0110,12693
2025-08,C0111,24444
2025-08,C0112,16351
2025-08,C0113,15220
2025-08,C0114,15689
2025-08,C0115,13639
2025-08,C0116,8114
2025-08,C0117,13706
2025-08,C0118,28107
2025-08,C0119,17251
2025-08,C0120,7687
2025-08,C0121,19498
2025-08,C0122,9813
2025-08,C0123,18566
2025-08,C0124,11488
2025-08,C0125,12132
2025-08,C0126,19576
2025-08,C0127,10042
2025-08,C0128,20100
2025-08,C0129,9254
2025-08,C0130,16332
2025-08,C0131,7793
2025-08,C0132,11006
2025-08,C0133,11343
2025-08,C0134,9232
2025-08,C0135,8998
2025-08,C0136,11914
2025-08,C0137,14537
2025-08,C0138,11927
2025-08,C0139,19877
2025-08,C0140,9723
2025-08,C0141,13487
2025-08,C0142,12395
2025-08,C0143,9595
2025-08,C0144,7358
2025-08,C0145,14964
2025-08,C0146,9101
2025-08,C0147,8447
2025-08,C0148,14114
2025-08,C0149,6868
2025-08,C0150,142953
2025-08,C0151,116840
2025-08,C0152,199088
2025-08,C0153,168992
2025-08,C0154,92278
2025-08,C0155,91409
2025-08,C0156,163768
2025-08,C0157,124650
2025-08,C0158,175248
2025-08,C0159,241938
2025-08,C0160,107389
2025-08,C0161,155185
2025-08,C0162,147786
2025-08,C0163,190344
2025-08,C0164,144373
2025-08,C0165,77375
2025-08,C0166,148639
2025-08,C0167,54995
2025-08,C0168,144044
2025-08,C0169,88509
2025-08,C0170,109807
2025-08,C0171,93132
2025-08,C0172,129865
2025-08,C0173,144014
2025-08,C0174,141858
2025-08,C0175,54
2025-08,C0176,76
2025-08,C0177,40
2025-08,C0178,73
2025-08,C0179,54
2025-08,C0180,649
2025-08,C0181,291
2025-08,C0182,580
2025-08,C0183,395
2025-08,C0184,550
2025-08,C0185,239
2025-08,C0186,413
2025-08,C0187,440
2025-08,C0188,434
2025-08,C0189,557
2025-08,C0190,272
2025-08,C0191,302
2025-08,C0192,399
2025-08,C0193,136592
2025-08,C0194,55816
2025-08,C0195,79751
2025-08,C0196,95812
2025-08,C0197,47740
2025-08,C0198,120804
2025-08,C0199,61252
2025-08,C0200,129621
2025-08,C0201,80554
2025-08,C0202,73889
2025-08,C0203,106554
2025-08,C0204,117791
2025-08,C0205,119791
2025-08,C0206,103191
2025-08,C0207,64263
2025-08,C0208,62273
2025-08,C0209,129961
2025-08,C0210,110529
2025-08,C0211,116073
2025-08,C0212,57053
2025-08,C0213,106384
2025-08,C0214,100939
2025-08,C0215,54431
2025-08,C0216,75522
2025-08,C0217,97827
2025-08,C0218,144116
2025-08,C0219,72229
2025-08,C0220,85043
2025-08,C0221,84368
2025-08,C0222,74389
2025-08,C0223,2086
2025-08,C0224,968
2025-08,C0225,1947
2025-08,C0226,1671
2025-08,C0227,1743
2025-08,C0228,763
2025-08,C0229,755
2025-08,C0230,895
2025-08,C0231,2798
2025-08,C0232,1575
2025-08,C0233,1327
2025-08,C0234,2571
2025-08,C0235,1590
2025-08,C0236,640
2025-08,C0237,2517
2025-08,C0238,2529
2025-08,C0239,1215
2025-08,C0240,2074
2025-09,C0001,260
2025-09,C0002,500
2025-09,C0003,522
2025-09,C0004,295
2025-09,C0005,283
2025-09,C0006,293
2025-09,C0007,265
2025-09,C0008,308
2025-09,C0009,450
2025-09,C0010,161
2025-09,C0011,387
2025-09,C0012,285
2025-09,C0013,330
2025-09,C0014,19486
2025-09,C0015,12785
2025-09,C0016,22693
2025-09,C0017,24822
2025-09,C0018,15384
2025-09,C0019,14461
2025-09,C0020,28823
2025-09,C0021,23522
2025-09,C0022,14055
2025-09,C0023,19623
2025-09,C0024,13637
2025-09,C0025,7584
2025-09,C0026,17860
2025-09,C0027,22997
2025-09,C0028,15963
2025-09,C0029,11044
2025-09,C0030,21011
2025-09,C0031,31469
2025-09,C0032,22399
2025-09,C0033,13768
2025-09,C0034,28851
2025-09,C0035,29304
2025-09,C0036,21953
2025-09,C0037,29600
2025-09,C0038,23458
2025-09,C0039,29174
2025-09,C0040,21636
2025-09,C0041,21842
2025-09,C0042,17691
2025-09,C0043,17959
2025-09,C0044,24781
2025-09,C0045,58898
2025-09,C0046,39218
2025-09,C0047,33777
2025-09,C0048,52870
2025-09,C0049,81262
2025-09,C0050,61151
2025-09,C0051,121549
2025-09,C0052,103435
2025-09,C0053,68907
2025-09,C0054,60091
2025-09,C0055,68792
2025-09,C0056,54240
2025-09,C0057,60691
2025-09,C0058,64847
2025-09,C0059,30349
2025-09,C0060,60272
2025-09,C0061,50965
2025-09,C0062,106762
2025-09,C0063,68346
2025-09,C0064,75852
2025-09,C0065,85128
2025-09,C0066,51856
2025-09,C0067,87928
2025-09,C0068,55193
2025-09,C0069,65548
2025-09,C0070,31837
2025-09,C0071,52764
2025-09,C0072,38601
2025-09,C0073,60605
2025-09,C0074,41302
2025-09,C0075,54882
2025-09,C0076,92140
2025-09,C0077,20042
2025-09,C0078,45752
2025-09,C0079,29223
2025-09,C0080,55109
2025-09,C0081,32006
2025-09,C0082,76065
2025-09,C0083,19067
2025-09,C0084,46781
2025-09,C0085,72988
2025-09,C0086,24584
2025-09,C0087,59544
2025-09,C0088,34546
2025-09,C0089,55860
2025-09,C0090,43298
2025-09,C0091,78592
2025-09,C0092,10319
2025-09,C0093,16359
2025-09,C0094,17045
2025-09,C0095,17594
2025-09,C0096,21322
2025-09,C0097,15371
2025-09,C0098,20583
2025-09,C0099,17004
2025-09,C0100,22532
2025-09,C0101,19251
2025-09,C0102,17234
2025-09,C0103,16514
2025-09,C0104,16436
2025-09,C0105,19123
2025-09,C0106,10193
2025-09,C0107,8545
2025-09,C0108,25430
2025-09,C0109,10826
2025-09,C0110,9278
2025-09,C0111,29940
2025-09,C0112,15437
2025-09,C0113,25970
2025-09,C0114,14961
2025-09,C0115,16390
2025-09,C0116,6615
2025-09,C0117,18039
2025-09,C0118,25260
2025-09,C0119,13155
2025-09,C0120,8889
2025-09,C0121,15050
2025-09,C0122,14468
2025-09,C0123,10343
2025-09,C0124,15708
2025-09,C0125,18929
2025-09,C0126,19409
2025-09,C0127,14413
2025-09,C0128,18336
2025-09,C0129,11595
2025-09,C0130,17888
2025-09,C0131,10213
2025-09,C0132,7756
2025-09,C0133,14859
2025-09,C0134,11615
2025-09,C0135,19368
2025-09,C0136,14235
2025-09,C0137,14713
2025-09,C0138,17953
2025-09,C0139,16721
2025-09,C0140,13922
2025-09,C0141,8334
2025-09,C0142,7821
2025-09,C0143,11068
2025-09,C0144,6016
2025-09,C0145,10666
2025-09,C0146,13144
2025-09,C0147,9278
2025-09,C0148,10031
2025-09,C0149,4715
2025-09,C0150,126790
2025-09,C0151,170886
2025-09,C0152,94913
2025-09,C0153,90822
2025-09,C0154,63683
2025-09,C0155,95218
