delivery_id,supplier_id,component_id,order_date,expected_delivery_date,actual_delivery_date,quantity_ordered,quantity_received,delivery_status
D0004662,S005,C0103,2025-06-12,2025-07-23,2025-07-24,4611,4611,Delayed
D0008848,S011,C0215,2025-06-12,2025-07-02,2025-07-02,12818,12818,On-Time
D0001425,S010,C0037,2025-06-12,2025-08-03,2025-08-03,1845,1845,On-Time
D0003594,S002,C0078,2025-06-12,2025-07-31,2025-07-31,4374,4374,On-Time
D0004508,S004,C0099,2025-06-12,2025-08-15,2025-08-15,2363,2363,On-Time
D0005534,S014,C0128,2025-06-12,2025-07-24,2025-07-25,2119,2119,Delayed
D0009561,S002,C0237,2025-06-12,2025-07-28,,451,451,Unknown
D0002442,S016,C0056,2025-06-12,2025-07-14,2025-07-15,11689,11689,Delayed
D0008539,S016,C0208,2025-06-12,2025-06-27,2025-06-28,4947,4947,Delayed
D0008663,S017,C0211,2025-06-13,2025-07-08,2025-07-08,11563,8672,Partial
D0008624,S002,C0210,2025-06-13,2025-07-13,2025-07-13,6235,6235,On-Time
D0009046,S009,C0220,2025-06-13,2025-07-16,2025-07-18,37308,37308,Delayed
D0004780,S012,C0106,2025-06-13,2025-07-25,2025-07-25,2571,2571,On-Time
D0001523,S002,C0039,2025-06-13,2025-07-20,2025-07-20,4462,4462,On-Time
D0002335,S001,C0054,2025-06-13,2025-07-21,2025-07-21,19774,19774,On-Time
D0000490,S006,C0018,2025-06-13,2025-07-18,2025-07-18,1431,1431,On-Time
D0002553,S009,C0058,2025-06-13,2025-07-14,2025-07-16,9770,9770,Delayed
D0006626,S020,C0156,2025-06-13,2025-07-06,2025-07-06,28965,28965,On-Time
D0001579,S003,C0040,2025-06-13,2025-08-03,2025-08-03,4922,4922,On-Time
D0002943,S018,C0065,2025-06-13,2025-07-25,2025-07-25,5268,5268,On-Time
D0000702,S007,C0022,2025-06-13,2025-07-21,2025-07-21,5261,5261,On-Time
D0007624,S006,C0174,2025-06-13,2025-07-24,2025-07-24,28936,28936,On-Time
D0001372,S016,C0036,2025-06-13,2025-07-22,2025-07-22,4411,4411,On-Time
D0003744,S008,C0081,2025-06-13,2025-07-14,2025-07-14,2545,2545,On-Time
D0000220,S004,C0012,2025-06-13,2025-08-01,2025-08-01,30,30,On-Time
D0005632,S012,C0131,2025-06-13,2025-07-16,2025-07-17,2931,2931,Delayed
D0007761,S005,C0186,2025-06-13,2025-08-01,2025-08-02,33,33,Delayed
D0001279,S001,C0034,2025-06-13,2025-07-18,2025-07-19,4536,4202,Delayed
D0009187,S012,C0224,2025-06-13,2025-07-17,2025-07-18,520,520,Delayed
D0004288,S019,C0093,2025-06-13,2025-07-25,2025-07-25,4742,4742,On-Time
D0005432,S009,C0125,2025-06-13,2025-07-21,2025-07-22,2239,2239,Delayed
D0001180,S018,C0032,2025-06-13,2025-07-10,2025-07-10,4223,4223,On-Time
D0001743,S002,C0043,2025-06-13,2025-07-23,2025-07-23,19850,19850,On-Time
D0000041,S019,C0002,2025-06-13,2025-08-03,2025-08-03,52,52,On-Time
D0004894,S015,C0109,2025-06-13,2025-08-10,2025-08-11,1212,1212,Delayed
D0006890,S012,C0161,2025-06-16,2025-07-09,2025-07-10,9295,9295,Delayed
D0000057,S009,C0003,2025-06-16,2025-09-08,2025-09-08,34,34,On-Time
D0000795,S006,C0024,2025-06-16,2025-07-21,2025-07-21,4135,4135,On-Time
D0001580,S007,C0040,2025-06-16,2025-08-06,2025-08-06,4159,4159,On-Time
D0009473,S011,C0234,2025-06-16,2025-08-01,2025-08-01,306,306,On-Time
D0005946,S003,C0140,2025-06-16,2025-07-27,2025-07-27,2197,1898,Partial
D0008970,S006,C0218,2025-06-16,2025-07-04,2025-07-04,7457,7457,On-Time
D0006627,S005,C0156,2025-06-16,2025-07-07,2025-07-08,11428,11428,Delayed
D0003840,S018,C0083,2025-06-16,2025-07-22,2025-07-22,16072,16072,On-Time
D0003940,S012,C0085,2025-06-16,2025-07-13,2025-07-14,4035,4035,Delayed
D0007514,S016,C0172,2025-06-16,2025-07-20,2025-07-21,21918,21918,Delayed
D0004475,S012,C0098,2025-06-16,2025-07-24,2025-07-25,3075,3075,Delayed
D0004857,S018,C0108,2025-06-16,2025-07-28,2025-08-08,1935,1935,Delayed
D0000279,S003,C0014,2025-06-16,2025-07-18,2025-07-19,3851,3851,Delayed
D0005726,S006,C0134,2025-06-16,2025-08-03,2025-08-03,4453,4453,On-Time
D0000335,S005,C0015,2025-06-16,2025-07-23,2025-07-23,9618,9618,On-Time
D0009332,S013,C0229,2025-06-16,2025-07-18,2025-07-18,276,276,On-Time
D0004118,S007,C0089,2025-06-16,2025-07-20,2025-07-20,6481,6481,On-Time
D0008710,S003,C0212,2025-06-17,2025-07-01,2025-07-11,15563,15563,Delayed
D0000891,S004,C0026,2025-06-17,2025-08-02,2025-08-02,3174,3174,On-Time
D0006952,S014,C0162,2025-06-17,2025-07-21,2025-07-22,29589,29589,Delayed
D0005794,S009,C0136,2025-06-17,2025-08-01,2025-08-01,2718,2543,Partial
D0007456,S020,C0171,2025-06-17,2025-07-23,2025-07-23,62071,62071,On-Time
D0005913,S002,C0139,2025-06-17,2025-07-22,2025-07-23,1293,991,Delayed
D0008248,S005,C0201,2025-06-17,2025-07-03,2025-07-15,15353,15353,Delayed
D0005568,S011,C0129,2025-06-17,2025-08-08,2025-08-08,2445,2445,On-Time
D0005238,S004,C0119,2025-06-17,2025-08-14,2025-08-29,2800,2800,Delayed
D0008580,S012,C0209,2025-06-17,2025-07-04,2025-07-04,17229,17229,On-Time
D0008331,S016,C0203,2025-06-17,2025-07-13,2025-07-14,16962,16962,Delayed
D0000491,S004,C0018,2025-06-17,2025-07-21,2025-07-22,5005,5005,Delayed
D0005503,S003,C0127,2025-06-17,2025-08-10,2025-08-11,3073,3073,Delayed
D0005633,S020,C0131,2025-06-17,2025-07-19,2025-07-19,3202,3202,On-Time
D0003002,S015,C0066,2025-06-17,2025-07-22,2025-07-22,17701,17701,On-Time
D0003795,S003,C0082,2025-06-17,2025-08-09,2025-08-10,16907,16907,Delayed
D0007167,S014,C0166,2025-06-17,2025-07-19,2025-07-20,19767,19767,Delayed
D0009450,S009,C0233,2025-06-17,2025-07-26,2025-07-28,335,335,Delayed
D0002824,S011,C0063,2025-06-17,2025-07-20,2025-07-20,13155,13155,On-Time
D0008540,S003,C0208,2025-06-17,2025-07-07,2025-07-10,9540,9540,Delayed
D0006260,S013,C0149,2025-06-17,2025-07-23,2025-07-23,2087,2087,On-Time
D0001037,S006,C0029,2025-06-17,2025-07-27,2025-07-27,2742,2742,On-Time
D0002606,S016,C0059,2025-06-17,2025-07-28,2025-07-29,15183,15183,Delayed
D0008449,S011,C0206,2025-06-17,2025-07-18,2025-07-18,13657,13657,On-Time
D0003745,S003,C0081,2025-06-17,2025-07-16,2025-07-18,6260,6260,Delayed
D0007227,S001,C0167,2025-06-17,2025-07-20,2025-07-20,49339,49339,On-Time
D0003641,S003,C0079,2025-06-17,2025-07-24,,6296,6296,Unknown
D0004964,S004,C0111,2025-06-17,2025-07-27,2025-07-27,1661,1661,On-Time
D0006414,S013,C0152,2025-06-17,2025-07-11,2025-07-12,23635,23635,Delayed
D0007625,S002,C0174,2025-06-17,2025-08-01,2025-08-02,25413,24062,Delayed
D0006732,S014,C0158,2025-06-18,2025-07-21,2025-07-22,23750,23750,Delayed
D0007989,S020,C0195,2025-06-18,2025-07-16,2025-07-16,4639,4639,On-Time
D0008492,S013,C0207,2025-06-18,2025-07-08,2025-07-08,21461,21461,On-Time
D0002007,S012,C0048,2025-06-18,2025-08-11,2025-08-12,6742,6742,Delayed
D0002275,S020,C0053,2025-06-18,2025-07-09,2025-07-09,18350,18350,On-Time
D0008208,S010,C0200,2025-06-18,2025-07-07,2025-07-07,13823,13823,On-Time
D0005262,S007,C0120,2025-06-18,2025-08-19,2025-08-19,8308,8308,On-Time
D0003348,S009,C0073,2025-06-18,2025-07-21,2025-07-21,5400,5400,On-Time
D0002443,S001,C0056,2025-06-18,2025-07-20,2025-07-21,10330,10330,Delayed
D0001327,S010,C0035,2025-06-18,2025-07-27,2025-07-27,7175,7175,On-Time
D0002059,S004,C0049,2025-06-18,2025-07-14,2025-07-14,10140,10140,On-Time
D0003403,S004,C0074,2025-06-18,2025-07-29,2025-07-29,6708,6708,On-Time
D0006787,S003,C0159,2025-06-18,2025-07-26,2025-07-26,13502,13502,On-Time
D0001688,S017,C0042,2025-06-18,2025-07-17,2025-07-25,3580,3580,Delayed
D0000592,S015,C0020,2025-06-18,2025-08-08,2025-08-08,9186,9186,On-Time
D0009086,S016,C0221,2025-06-18,2025-07-06,2025-07-07,30188,28361,Delayed
D0002394,S010,C0055,2025-06-18,2025-07-24,2025-07-24,24876,24876,On-Time
D0000112,S019,C0006,2025-06-18,2025-08-08,2025-08-08,57,57,On-Time
D0009047,S012,C0220,2025-06-18,2025-07-22,2025-07-23,16776,16776,Delayed
D0003252,S010,C0071,2025-06-18,2025-07-23,2025-07-23,7958,7958,On-Time
D0000746,S010,C0023,2025-06-18,2025-07-20,2025-07-20,4528,3396,Partial
D0000944,S015,C0027,2025-06-18,2025-08-03,2025-08-04,7323,5492,Delayed
D0002714,S008,C0061,2025-06-18,2025-07-28,2025-07-29,9261,9261,Delayed
D0003061,S018,C0067,2025-06-18,2025-07-13,2025-07-13,14644,14644,On-Time
D0001850,S011,C0045,2025-06-18,2025-07-19,2025-07-20,9149,9149,Delayed
D0009134,S016,C0222,2025-06-18,2025-07-11,2025-07-12,9906,9906,Delayed
D0009505,S004,C0235,2025-06-18,2025-07-31,2025-07-31,136,136,On-Time
D0008754,S002,C0213,2025-06-18,2025-07-11,2025-07-11,24642,24642,On-Time
D0007698,S004,C0182,2025-06-18,2025-07-28,2025-07-28,58,58,On-Time
D0007938,S007,C0194,2025-06-18,2025-07-16,2025-07-16,29959,29959,On-Time
D0004925,S003,C0110,2025-06-19,2025-07-25,2025-07-29,4010,4010,Delayed
D0002885,S007,C0064,2025-06-19,2025-07-14,2025-07-14,16808,16808,On-Time
D0004624,S013,C0102,2025-06-19,2025-07-22,2025-07-22,3662,3662,On-Time
D0003115,S002,C0068,2025-06-19,2025-07-18,2025-07-18,22996,22996,On-Time
D0004029,S018,C0087,2025-06-19,2025-08-01,2025-08-01,10362,10362,On-Time
D0006017,S003,C0142,2025-06-19,2025-08-17,2025-08-17,3189,3189,On-Time
D0002336,S009,C0054,2025-06-19,2025-07-30,2025-08-01,12830,12830,Delayed
D0007682,S005,C0181,2025-06-19,2025-08-04,2025-08-04,54,54,On-Time
D0002222,S018,C0052,2025-06-19,2025-07-20,2025-07-20,8953,8953,On-Time
D0003200,S016,C0070,2025-06-19,2025-08-01,2025-08-02,5327,5327,Delayed
D0006525,S008,C0154,2025-06-19,2025-08-10,2025-08-10,17420,17420,On-Time
D0004588,S001,C0101,2025-06-19,2025-08-10,2025-08-11,9174,9174,Delayed
D0006088,S014,C0144,2025-06-19,2025-08-04,2025-08-05,1362,1362,Delayed
D0001181,S014,C0032,2025-06-19,2025-07-15,2025-07-17,11175,11175,Delayed
D0005099,S015,C0115,2025-06-19,2025-08-30,2025-08-30,1546,1546,On-Time
D0008886,S015,C0216,2025-06-19,2025-07-20,2025-07-20,8691,8691,On-Time
D0008849,S003,C0215,2025-06-19,2025-07-07,2025-07-08,9804,9804,Delayed
D0001524,S017,C0039,2025-06-19,2025-07-26,2025-07-26,3964,3964,On-Time
D0003551,S019,C0077,2025-06-19,2025-07-24,2025-07-24,6487,6487,On-Time
D0005433,S013,C0125,2025-06-20,2025-07-28,2025-07-28,1737,1737,On-Time
D0009388,S012,C0231,2025-06-20,2025-07-29,2025-07-30,195,195,Delayed
D0008288,S016,C0202,2025-06-20,2025-07-16,2025-07-16,13971,13971,On-Time
D0005367,S013,C0123,2025-06-20,2025-07-20,2025-07-20,3382,3382,On-Time
D0002499,S011,C0057,2025-06-20,2025-07-29,2025-08-11,7661,7661,Delayed
D0002944,S004,C0065,2025-06-20,2025-08-01,2025-08-01,11107,11107,On-Time
D0004744,S018,C0105,2025-06-20,2025-07-26,2025-07-26,2170,2170,On-Time
D0001089,S004,C0030,2025-06-20,2025-08-02,2025-08-04,2808,2808,Delayed
D0003983,S013,C0086,2025-06-20,2025-07-13,2025-07-13,4666,4666,On-Time
D0004999,S018,C0112,2025-06-20,2025-07-26,2025-07-26,1310,1310,On-Time
D0001426,S016,C0037,2025-06-20,2025-08-10,2025-08-12,4282,4282,Delayed
D0009017,S020,C0219,2025-06-20,2025-07-22,2025-07-22,8990,8990,On-Time
D0005032,S007,C0113,2025-06-20,2025-07-17,,3365,3365,Unknown
D0002554,S003,C0058,2025-06-20,2025-07-20,2025-07-20,14797,14797,On-Time
D0008800,S009,C0214,2025-06-20,2025-07-16,2025-07-19,12055,12055,Delayed
D0001280,S004,C0034,2025-06-20,2025-07-25,2025-07-26,2234,2234,Delayed
D0000443,S015,C0017,2025-06-20,2025-07-21,2025-07-21,4467,4467,On-Time
D0006576,S013,C0155,2025-06-20,2025-07-11,2025-07-11,12853,12853,On-Time
D0004249,S005,C0092,2025-06-23,2025-07-31,2025-07-31,3865,3865,On-Time
D0003796,S005,C0082,2025-06-23,2025-08-10,2025-08-10,12935,12935,On-Time
D0004360,S013,C0095,2025-06-23,2025-07-24,2025-07-24,1565,1565,On-Time
D0003896,S015,C0084,2025-06-23,2025-08-12,2025-08-12,15023,15023,On-Time
D0003941,S007,C0085,2025-06-23,2025-07-20,2025-07-20,10257,10257,On-Time
D0000388,S010,C0016,2025-06-23,2025-07-27,2025-07-27,3332,3332,On-Time
D0001038,S011,C0029,2025-06-23,2025-08-06,2025-08-06,7940,7940,On-Time
D0001907,S010,C0046,2025-06-23,2025-08-05,2025-08-05,18093,18093,On-Time
D0007565,S005,C0173,2025-06-23,2025-07-26,2025-07-26,8514,8514,On-Time
D0006526,S019,C0154,2025-06-23,2025-08-12,2025-08-13,26985,22455,Delayed
D0008164,S001,C0199,2025-06-23,2025-07-16,2025-07-16,16405,16405,On-Time
D0000545,S005,C0019,2025-06-23,2025-08-03,2025-08-03,2804,2804,On-Time
D0004708,S016,C0104,2025-06-23,2025-08-01,2025-08-02,8746,8746,Delayed
D0003349,S008,C0073,2025-06-23,2025-07-28,2025-07-28,16388,16388,On-Time
D0001328,S012,C0035,2025-06-23,2025-08-01,2025-08-01,10767,10767,On-Time
D0001851,S012,C0045,2025-06-23,2025-07-24,2025-07-25,21937,21937,Delayed
D0002223,S002,C0052,2025-06-23,2025-07-26,2025-07-26,11461,11461,On-Time
D0006678,S011,C0157,2025-06-23,2025-07-23,2025-07-23,22544,22544,On-Time
D0007113,S007,C0165,2025-06-23,2025-08-07,2025-08-09,30717,30717,Delayed
D0003497,S019,C0076,2025-06-23,2025-08-04,2025-08-04,12310,12310,On-Time
D0004589,S012,C0101,2025-06-23,2025-08-17,2025-08-18,5444,5444,Delayed
D0000492,S006,C0018,2025-06-23,2025-07-30,2025-07-30,2681,2681,On-Time
D0005504,S016,C0127,2025-06-23,2025-08-19,2025-09-06,2015,2015,Delayed
D0008209,S015,C0200,2025-06-23,2025-07-11,2025-07-11,10896,10896,On-Time
D0008625,S013,C0210,2025-06-23,2025-07-21,2025-07-21,11421,11421,On-Time
D0001797,S009,C0044,2025-06-23,2025-07-24,2025-07-25,12684,12684,Delayed
D0000444,S007,C0017,2025-06-23,2025-07-23,2025-07-23,5021,5021,On-Time
D0003642,S002,C0079,2025-06-23,2025-07-29,2025-07-29,17674,17674,On-Time
D0003303,S006,C0072,2025-06-23,2025-08-15,2025-08-15,19878,19878,On-Time
D0004965,S011,C0111,2025-06-23,2025-08-02,2025-08-02,3704,3704,On-Time
D0001744,S018,C0043,2025-06-24,2025-08-03,2025-08-03,2831,2831,On-Time
D0007168,S009,C0166,2025-06-24,2025-07-27,2025-08-02,26633,26633,Delayed
D0005197,S007,C0118,2025-06-24,2025-08-19,2025-08-20,4438,4438,Delayed
D0007228,S015,C0167,2025-06-24,2025-07-26,2025-07-27,8713,8713,Delayed
D0006628,S005,C0156,2025-06-24,2025-07-19,2025-07-20,15291,15291,Delayed
D0001689,S013,C0042,2025-06-24,2025-07-24,2025-07-24,3214,3214,On-Time
D0000088,S016,C0005,2025-06-24,2025-08-04,2025-08-04,51,51,On-Time
D0009537,S004,C0236,2025-06-24,2025-07-15,2025-07-15,254,213,Partial
D0003404,S006,C0074,2025-06-24,2025-08-07,2025-08-08,6291,6291,Delayed
D0006577,S018,C0155,2025-06-24,2025-07-20,2025-07-20,26327,26327,On-Time
D0009301,S009,C0228,2025-06-24,2025-08-14,2025-08-15,372,372,Delayed
D0003552,S003,C0077,2025-06-24,2025-07-27,2025-07-28,4092,4092,Delayed
D0002276,S017,C0053,2025-06-24,2025-07-15,2025-07-15,40430,40430,On-Time
D0006304,S013,C0150,2025-06-24,2025-08-05,2025-08-05,16634,16634,On-Time
D0004663,S014,C0103,2025-06-24,2025-08-02,2025-08-03,5071,5071,Delayed
D0005914,S010,C0139,2025-06-24,2025-07-28,2025-07-28,1949,1949,On-Time
D0008289,S018,C0202,2025-06-24,2025-07-23,2025-07-23,18652,18652,On-Time
D0007059,S012,C0164,2025-06-24,2025-08-07,2025-08-09,11127,11127,Delayed
D0008541,S002,C0208,2025-06-24,2025-07-07,2025-07-07,10527,10527,On-Time
D0004745,S004,C0105,2025-06-24,2025-07-30,2025-07-30,3430,3430,On-Time
D0006470,S011,C0153,2025-06-24,2025-07-23,2025-07-23,25774,25774,On-Time
D0006125,S006,C0145,2025-06-24,2025-08-22,2025-08-22,2762,2762,On-Time
D0003695,S005,C0080,2025-06-24,2025-08-06,2025-08-06,5426,5426,On-Time
D0008405,S003,C0205,2025-06-24,2025-07-27,2025-07-28,22378,22378,Delayed
D0000165,S011,C0009,2025-06-24,2025-08-20,2025-08-20,81,81,On-Time
D0002171,S002,C0051,2025-06-24,2025-07-14,2025-07-14,16533,16533,On-Time
D0008801,S004,C0214,2025-06-25,2025-07-20,2025-07-20,8872,8872,On-Time
D0004170,S015,C0090,2025-06-25,2025-07-18,2025-07-18,3386,3386,On-Time
D0005399,S010,C0124,2025-06-25,2025-08-08,2025-08-08,1930,1930,On-Time
D0003746,S004,C0081,2025-06-25,2025-07-28,2025-07-28,8128,8128,On-Time
D0000336,S013,C0015,2025-06-25,2025-08-01,,2250,2250,Unknown
D0009389,S018,C0231,2025-06-25,2025-08-04,2025-08-04,180,180,On-Time
D0009161,S009,C0223,2025-06-25,2025-08-19,2025-08-23,235,235,Delayed
D0000703,S018,C0022,2025-06-25,2025-07-30,2025-07-30,2103,2103,On-Time
D0001232,S003,C0033,2025-06-25,2025-08-02,2025-08-02,3118,3118,On-Time
D0005835,S006,C0137,2025-06-25,2025-08-21,2025-08-21,1370,1370,On-Time
D0005368,S002,C0123,2025-06-25,2025-07-20,2025-07-20,1213,1213,On-Time
D0000988,S002,C0028,2025-06-25,2025-08-18,2025-08-20,5165,5165,Delayed
D0006157,S013,C0146,2025-06-25,2025-08-23,2025-08-24,4861,4861,Delayed
D0006190,S008,C0147,2025-06-25,2025-09-17,2025-09-18,1763,1536,Delayed
D0006359,S016,C0151,2025-06-25,2025-07-29,2025-07-29,14431,14431,On-Time
D0003062,S004,C0067,2025-06-25,2025-07-20,2025-07-20,12011,12011,On-Time
D0009506,S007,C0235,2025-06-25,2025-08-07,2025-08-07,73,73,On-Time
D0002607,S003,C0059,2025-06-25,2025-08-04,2025-08-05,5293,5293,Delayed
D0000113,S004,C0006,2025-06-25,2025-08-13,2025-08-14,69,69,Delayed
D0007457,S005,C0171,2025-06-25,2025-07-28,2025-07-28,24950,24950,On-Time
D0007398,S005,C0170,2025-06-25,2025-07-19,2025-07-20,16095,16095,Delayed
D0003253,S015,C0071,2025-06-25,2025-07-31,2025-07-31,9104,9104,On-Time
D0007896,S019,C0193,2025-06-25,2025-07-14,2025-07-14,14073,14073,On-Time
D0000221,S009,C0012,2025-06-25,2025-08-17,2025-08-17,66,66,On-Time
D0008493,S001,C0207,2025-06-25,2025-07-17,2025-07-19,17117,17117,Delayed
D0003595,S003,C0078,2025-06-25,2025-08-11,2025-08-13,4498,4498,Delayed
D0007515,S005,C0172,2025-06-25,2025-07-29,2025-07-29,21938,21938,On-Time
D0007812,S003,C0189,2025-06-25,2025-08-13,2025-08-14,85,85,Delayed
D0001427,S015,C0037,2025-06-25,2025-08-16,2025-08-16,6511,6511,On-Time
D0005947,S014,C0140,2025-06-26,2025-08-09,2025-08-09,2364,2364,On-Time
D0009474,S019,C0234,2025-06-26,2025-08-07,2025-08-08,304,304,Delayed
D0007007,S019,C0163,2025-06-26,2025-07-27,2025-07-27,8522,8522,On-Time
D0007939,S018,C0194,2025-06-26,2025-07-24,2025-07-24,17867,17867,On-Time
D0002395,S013,C0055,2025-06-26,2025-08-01,2025-08-01,14772,14772,On-Time
D0004073,S016,C0088,2025-06-26,2025-07-12,2025-07-12,5048,5048,On-Time
D0008450,S005,C0206,2025-06-26,2025-07-27,2025-07-27,6426,6426,On-Time
D0002886,S015,C0064,2025-06-26,2025-07-26,2025-07-26,10271,10271,On-Time
D0008887,S020,C0216,2025-06-26,2025-07-24,2025-08-06,16131,16131,Delayed
D0005762,S002,C0135,2025-06-26,2025-08-18,2025-08-18,664,664,On-Time
D0003984,S002,C0086,2025-06-26,2025-07-16,2025-07-16,12721,10255,Partial
D0005065,S005,C0114,2025-06-26,2025-08-22,2025-08-23,1761,1761,Delayed
D0009188,S016,C0224,2025-06-26,2025-07-27,2025-07-27,707,707,On-Time
D0009622,S004,C0239,2025-06-26,2025-07-18,2025-07-19,314,314,Delayed
D0004119,S019,C0089,2025-06-26,2025-07-27,2025-07-27,6848,6848,On-Time
D0006891,S014,C0161,2025-06-26,2025-07-16,2025-07-16,10119,8133,Partial
D0007781,S001,C0187,2025-06-26,2025-08-10,2025-08-11,145,145,Delayed
D0001373,S010,C0036,2025-06-26,2025-08-05,2025-08-05,6714,6416,Partial
D0008332,S016,C0203,2025-06-26,2025-07-20,2025-07-20,25996,25996,On-Time
D0006415,S020,C0152,2025-06-26,2025-07-17,2025-07-17,38847,38847,On-Time
D0001130,S020,C0031,2025-06-26,2025-08-09,2025-08-09,4867,4867,On-Time
D0008930,S011,C0217,2025-06-26,2025-08-04,2025-08-04,24192,24192,On-Time
D0007762,S010,C0186,2025-06-26,2025-08-14,2025-08-14,156,156,On-Time
D0003116,S020,C0068,2025-06-26,2025-07-22,2025-07-22,15816,15816,On-Time
D0000892,S013,C0026,2025-06-26,2025-08-12,2025-08-12,1458,1458,On-Time
D0001182,S020,C0032,2025-06-27,2025-07-25,2025-07-25,2483,2483,On-Time
D0000022,S003,C0001,2025-06-27,2025-09-10,2025-09-10,84,84,On-Time
D0002114,S012,C0050,2025-06-27,2025-07-18,2025-07-18,22521,22521,On-Time
D0003442,S016,C0075,2025-06-27,2025-07-28,2025-07-28,4666,4666,On-Time
D0006836,S008,C0160,2025-06-27,2025-08-10,2025-08-10,15900,15900,On-Time
D0009594,S010,C0238,2025-06-27,2025-08-10,2025-08-11,132,132,Delayed
D0004326,S007,C0094,2025-06-27,2025-08-03,2025-08-03,2522,2522,On-Time
D0009276,S012,C0227,2025-06-27,2025-08-04,2025-08-07,434,434,Delayed
D0000846,S009,C0025,2025-06-27,2025-08-08,2025-08-09,4184,4184,Delayed
D0002060,S018,C0049,2025-06-27,2025-07-23,2025-07-23,36417,36417,On-Time
D0001090,S010,C0030,2025-06-27,2025-08-06,2025-08-06,4818,4818,On-Time
D0005875,S011,C0138,2025-06-27,2025-08-03,2025-08-03,2658,2658,On-Time
D0007626,S009,C0174,2025-06-27,2025-08-10,2025-08-10,11971,11971,On-Time
D0005434,S020,C0125,2025-06-27,2025-08-04,2025-08-04,4318,4318,On-Time
D0003201,S012,C0070,2025-06-27,2025-08-11,2025-08-11,7454,7454,On-Time
D0005470,S001,C0126,2025-06-27,2025-08-08,2025-08-08,2819,2819,On-Time
D0008371,S017,C0204,2025-06-27,2025-07-16,2025-07-16,11467,11467,On-Time
D0007342,S003,C0169,2025-06-27,2025-07-22,2025-07-22,19647,19647,On-Time
D0001632,S004,C0041,2025-06-27,2025-08-06,2025-08-06,4922,4922,On-Time
D0003161,S002,C0069,2025-06-27,2025-08-06,2025-08-07,13832,13832,Delayed
D0009417,S009,C0232,2025-06-27,2025-08-01,2025-08-02,467,467,Delayed
D0009357,S012,C0230,2025-06-27,2025-08-01,,321,321,Unknown
D0001482,S011,C0038,2025-06-27,2025-07-30,2025-07-31,1621,1621,Delayed
D0001581,S010,C0040,2025-06-27,2025-08-21,2025-08-21,4141,4141,On-Time
D0000945,S010,C0027,2025-06-27,2025-08-14,2025-08-25,3123,3123,Delayed
D0002444,S003,C0056,2025-06-30,2025-08-05,2025-08-06,10157,10157,Delayed
D0007060,S017,C0164,2025-06-30,2025-08-14,2025-08-15,40259,40259,Delayed
D0006679,S012,C0157,2025-06-30,2025-07-27,2025-07-29,105550,105550,Delayed
D0000546,S016,C0019,2025-06-30,2025-08-16,2025-08-17,4037,4037,Delayed
D0009648,S002,C0240,2025-06-30,2025-08-24,2025-08-24,385,385,On-Time
D0007897,S012,C0193,2025-06-30,2025-07-21,2025-07-22,18279,18279,Delayed
D0004120,S003,C0089,2025-06-30,2025-07-27,2025-07-27,2579,2579,On-Time
D0006224,S005,C0148,2025-06-30,2025-07-30,2025-07-30,1922,1922,On-Time
D0002115,S012,C0050,2025-06-30,2025-07-20,2025-07-20,49938,49938,On-Time
D0008971,S003,C0218,2025-06-30,2025-07-16,2025-07-16,28400,28400,On-Time
D0004746,S015,C0105,2025-06-30,2025-08-04,2025-08-04,1891,1891,On-Time
D0004781,S015,C0106,2025-06-30,2025-08-09,2025-08-09,1629,1629,On-Time
D0000389,S008,C0016,2025-06-30,2025-08-05,2025-08-06,1665,1665,Delayed
D0004818,S016,C0107,2025-06-30,2025-08-04,2025-08-06,5527,5527,Delayed
D0003405,S010,C0074,2025-06-30,2025-08-12,2025-08-12,4713,4713,On-Time
D0001091,S007,C0030,2025-06-30,2025-08-10,2025-08-11,4355,4355,Delayed
D0005033,S011,C0113,2025-06-30,2025-07-27,2025-08-10,7820,5912,Delayed
D0009623,S009,C0239,2025-06-30,2025-07-24,2025-07-24,565,565,On-Time
D0001374,S003,C0036,2025-06-30,2025-08-08,2025-08-09,2276,2276,Delayed
D0001908,S010,C0046,2025-06-30,2025-08-08,2025-08-08,8044,8044,On-Time
D0007229,S019,C0167,2025-06-30,2025-08-04,2025-08-04,24422,24422,On-Time
D0007516,S008,C0172,2025-06-30,2025-08-04,2025-08-05,22970,22970,Delayed
D0004030,S009,C0087,2025-06-30,2025-08-09,2025-08-10,7245,7245,Delayed
D0005727,S003,C0134,2025-06-30,2025-08-22,2025-08-23,2887,2887,Delayed
D0002945,S011,C0065,2025-06-30,2025-08-13,2025-08-13,6714,6714,On-Time
D0003985,S005,C0086,2025-06-30,2025-07-21,2025-07-21,6776,6776,On-Time
D0008165,S020,C0199,2025-06-30,2025-07-20,2025-07-20,15862,15862,On-Time
D0005836,S015,C0137,2025-06-30,2025-08-27,2025-08-27,1844,1844,On-Time
D0009135,S013,C0222,2025-06-30,2025-07-24,2025-07-24,23200,23200,On-Time
D0006126,S005,C0145,2025-06-30,2025-08-28,2025-08-28,3516,3516,On-Time
D0007566,S012,C0173,2025-06-30,2025-08-02,2025-08-03,12692,12692,Delayed
D0005948,S012,C0140,2025-06-30,2025-08-12,2025-08-12,1226,1226,On-Time
D0005983,S011,C0141,2025-06-30,2025-08-17,2025-08-18,1398,1398,Delayed
D0006018,S018,C0142,2025-06-30,2025-08-26,2025-08-26,1674,1674,On-Time
