month,component_id,actual_units,actual_issued
2025-07,C0129,13592,10658
2025-08,C0129,13228,10377
2025-09,C0129,12565,9594
2025-10,C0129,13023,9979
2025-11,C0129,3876,2979
2024-02,C0130,5074,4548
2024-03,C0130,14952,11801
2024-04,C0130,15022,11475
2024-05,C0130,15151,11891
2024-06,C0130,15587,12208
2024-07,C0130,15144,11938
2024-08,C0130,16176,12343
2024-09,C0130,15201,11828
2024-10,C0130,15598,12134
2024-11,C0130,15116,11606
2024-12,C0130,15474,11981
2025-01,C0130,16582,12624
2025-02,C0130,15475,11724
2025-03,C0130,15306,12014
2025-04,C0130,15059,11545
2025-05,C0130,16208,12572
2025-06,C0130,15076,11735
2025-07,C0130,16475,12647
2025-08,C0130,15757,12275
2025-09,C0130,15166,11826
2025-10,C0130,15512,12056
2025-11,C0130,4810,3611
2024-02,C0131,2042,1884
2024-03,C0131,6701,5531
2024-04,C0131,7492,5566
2024-05,C0131,7485,5765
2024-06,C0131,7256,5531
2024-07,C0131,7137,5490
2024-08,C0131,7925,6140
2024-09,C0131,7319,5755
2024-10,C0131,6683,5693
2024-11,C0131,5943,5251
2024-12,C0131,6435,5767
2025-01,C0131,7377,5896
2025-02,C0131,6444,4995
2025-03,C0131,7418,5772
2025-04,C0131,6835,5358
2025-05,C0131,6881,5246
2025-06,C0131,6945,5356
2025-07,C0131,6979,5435
2025-08,C0131,7049,5524
2025-09,C0131,7606,5643
2025-10,C0131,7400,5781
2025-11,C0131,2143,1672
2024-02,C0132,2309,2191
2024-03,C0132,7869,6501
2024-04,C0132,7803,6004
2024-05,C0132,8470,6539
2024-06,C0132,7693,5987
2024-07,C0132,8212,6160
2024-08,C0132,7924,6179
2024-09,C0132,8112,6359
2024-10,C0132,8392,6436
2024-11,C0132,8039,6226
2024-12,C0132,8549,6535
2025-01,C0132,7747,5964
2025-02,C0132,7986,6082
2025-03,C0132,8193,6206
2025-04,C0132,8151,6205
2025-05,C0132,8173,6364
2025-06,C0132,8130,6392
2025-07,C0132,8234,6234
2025-08,C0132,8488,6581
2025-09,C0132,7615,5925
2025-10,C0132,8381,6472
2025-11,C0132,2452,1936
2024-02,C0133,4102,3920
2024-03,C0133,14746,12030
2024-04,C0133,14888,11348
2024-05,C0133,16729,13070
2024-06,C0133,14221,11092
2024-07,C0133,15120,11630
2024-08,C0133,15283,11858
2024-09,C0133,14928,11593
2024-10,C0133,15664,12045
2024-11,C0133,14926,11252
2024-12,C0133,14988,11610
2025-01,C0133,15059,11619
2025-02,C0133,13436,10527
2025-03,C0133,16556,12508
2025-04,C0133,15116,11366
2025-05,C0133,15038,11638
2025-06,C0133,14600,11290
2025-07,C0133,16382,12796
2025-08,C0133,14879,11453
2025-09,C0133,14832,11655
2025-10,C0133,15002,11868
2025-11,C0133,5112,3773
2024-02,C0134,3019,2801
2024-03,C0134,10154,8483
2024-04,C0134,11179,8367
2024-05,C0134,10737,8372
2024-06,C0134,10290,7804
2024-07,C0134,10963,8484
2024-08,C0134,12017,9006
2024-09,C0134,11084,8442
2024-10,C0134,10888,8516
2024-11,C0134,11175,8733
2024-12,C0134,10686,8224
2025-01,C0134,12045,9146
2025-02,C0134,9818,7589
2025-03,C0134,10607,8307
2025-04,C0134,10199,7920
2025-05,C0134,11901,9094
2025-06,C0134,10597,8045
2025-07,C0134,10437,8134
2025-08,C0134,10822,8457
2025-09,C0134,10395,8171
2025-10,C0134,10956,8561
2025-11,C0134,3051,2394
2024-02,C0135,4230,3861
2024-03,C0135,13525,11241
2024-04,C0135,14721,11229
2024-05,C0135,14845,11710
2024-06,C0135,14096,10968
2024-07,C0135,13860,10946
2024-08,C0135,13617,10752
2024-09,C0135,13866,10930
2024-10,C0135,15412,11852
2024-11,C0135,15111,11603
2024-12,C0135,14604,11425
2025-01,C0135,14615,11046
2025-02,C0135,13732,10235
2025-03,C0135,15278,11952
2025-04,C0135,14958,11189
2025-05,C0135,14612,11239
2025-06,C0135,15074,11646
2025-07,C0135,15386,12065
2025-08,C0135,14456,11200
2025-09,C0135,13924,10911
2025-10,C0135,13959,10829
2025-11,C0135,4370,3330
2024-02,C0136,4263,4006
2024-03,C0136,13227,11035
2024-04,C0136,13860,10782
2024-05,C0136,15120,11831
2024-06,C0136,14157,10465
2024-07,C0136,14889,11659
2024-08,C0136,14261,11091
2024-09,C0136,13780,10561
2024-10,C0136,14736,11492
2024-11,C0136,13845,10816
2024-12,C0136,14769,11432
2025-01,C0136,15819,11980
2025-02,C0136,13581,10645
2025-03,C0136,14908,11455
2025-04,C0136,14343,11371
2025-05,C0136,14447,11107
2025-06,C0136,13843,10624
2025-07,C0136,14126,10944
2025-08,C0136,14571,11324
2025-09,C0136,13661,10502
2025-10,C0136,14460,11153
2025-11,C0136,4302,3248
2024-02,C0137,5717,5445
2024-03,C0137,16325,12841
2024-04,C0137,15756,12337
2024-05,C0137,18368,14345
2024-06,C0137,16493,12807
2024-07,C0137,16690,12842
2024-08,C0137,16813,13077
2024-09,C0137,16152,12561
2024-10,C0137,18258,13779
2024-11,C0137,15879,12379
2024-12,C0137,16608,12903
2025-01,C0137,16992,13285
2025-02,C0137,14842,11607
2025-03,C0137,17428,13679
2025-04,C0137,16204,12522
2025-05,C0137,17021,13287
2025-06,C0137,16927,13179
2025-07,C0137,17287,13208
2025-08,C0137,17323,13521
2025-09,C0137,15623,12192
2025-10,C0137,18099,13785
2025-11,C0137,4876,3756
2024-02,C0138,4518,4258
2024-03,C0138,14870,11825
2024-04,C0138,15411,12018
2024-05,C0138,15055,11596
2024-06,C0138,14414,11188
2024-07,C0138,15495,12185
2024-08,C0138,15494,12210
2024-09,C0138,15417,11959
2024-10,C0138,14666,11425
2024-11,C0138,15833,12078
2024-12,C0138,14850,11613
2025-01,C0138,15420,11997
2025-02,C0138,14699,11319
2025-03,C0138,15611,12152
2025-04,C0138,13913,10930
2025-05,C0138,14582,11508
2025-06,C0138,14271,10872
2025-07,C0138,15941,12194
2025-08,C0138,15846,12297
2025-09,C0138,15392,11479
2025-10,C0138,16523,13096
2025-11,C0138,4518,3441
2024-02,C0139,5530,5060
2024-03,C0139,15095,12124
2024-04,C0139,15317,11892
2024-05,C0139,15569,12117
2024-06,C0139,15554,11986
2024-07,C0139,17036,13079
2024-08,C0139,15354,11929
2024-09,C0139,15565,12170
2024-10,C0139,18382,14293
2024-11,C0139,15112,11838
2024-12,C0139,16408,12468
2025-01,C0139,15059,11787
2025-02,C0139,13981,10929
2025-03,C0139,16603,12557
2025-04,C0139,15876,12326
2025-05,C0139,15907,12338
2025-06,C0139,15808,12185
2025-07,C0139,16554,12650
2025-08,C0139,15392,12015
2025-09,C0139,15221,12003
2025-10,C0139,15652,11978
2025-11,C0139,4606,3590
2024-02,C0140,3324,3156
2024-03,C0140,11708,9774
2024-04,C0140,13078,9802
2024-05,C0140,12853,9926
2024-06,C0140,12886,10060
2024-07,C0140,13091,10163
2024-08,C0140,12035,9249
2024-09,C0140,13337,10416
2024-10,C0140,11927,9265
2024-11,C0140,12620,9335
2024-12,C0140,12382,9726
2025-01,C0140,12631,9789
2025-02,C0140,11387,8663
2025-03,C0140,12172,9560
2025-04,C0140,11760,9169
2025-05,C0140,13210,10129
2025-06,C0140,11548,9096
2025-07,C0140,12340,9485
2025-08,C0140,12033,9290
2025-09,C0140,12268,9356
2025-10,C0140,12239,9458
2025-11,C0140,3877,2907
2024-02,C0141,3071,2821
2024-03,C0141,10541,8396
2024-04,C0141,10059,7821
2024-05,C0141,11798,8660
2024-06,C0141,10293,7820
2024-07,C0141,11204,8634
2024-08,C0141,10427,8144
2024-09,C0141,10156,7920
2024-10,C0141,10975,8495
2024-11,C0141,9712,7618
2024-12,C0141,11303,8913
2025-01,C0141,10872,8281
2025-02,C0141,9833,7770
2025-03,C0141,10280,7885
2025-04,C0141,10052,7779
2025-05,C0141,10251,7973
2025-06,C0141,10055,7886
2025-07,C0141,10475,8014
2025-08,C0141,10473,8189
2025-09,C0141,10080,7843
2025-10,C0141,10425,8223
2025-11,C0141,2861,2300
2024-02,C0142,3108,2961
2024-03,C0142,10258,8076
2024-04,C0142,10066,7559
2024-05,C0142,10397,8089
2024-06,C0142,9697,7617
2024-07,C0142,10719,8297
2024-08,C0142,10125,7934
2024-09,C0142,10805,8317
2024-10,C0142,10505,8038
2024-11,C0142,10657,8364
2024-12,C0142,10489,8120
2025-01,C0142,10647,8176
2025-02,C0142,9487,7268
2025-03,C0142,10296,7914
2025-04,C0142,10064,7524
2025-05,C0142,10401,8095
2025-06,C0142,9261,7283
2025-07,C0142,10464,8130
2025-08,C0142,10616,8009
2025-09,C0142,10827,8371
2025-10,C0142,11540,8997
2025-11,C0142,3182,2417
2024-02,C0143,3335,3117
2024-03,C0143,9930,8438
2024-04,C0143,11312,8745
2024-05,C0143,10876,8453
2024-06,C0143,10823,8201
2024-07,C0143,11277,8497
2024-08,C0143,11159,8702
2024-09,C0143,10748,8458
2024-10,C0143,11329,8780
2024-11,C0143,11589,9007
2024-12,C0143,11556,8703
2025-01,C0143,11853,9168
2025-02,C0143,10214,7866
2025-03,C0143,10773,8469
2025-04,C0143,10927,8361
2025-05,C0143,11532,9013
2025-06,C0143,10687,8395
2025-07,C0143,11254,8682
2025-08,C0143,10875,8546
2025-09,C0143,10752,8315
2025-10,C0143,11871,9161
2025-11,C0143,3213,2490
2024-02,C0144,2788,2467
2024-03,C0144,8714,6962
2024-04,C0144,9284,7327
2024-05,C0144,9482,7321
2024-06,C0144,9734,7073
2024-07,C0144,8914,7007
2024-08,C0144,9459,7051
2024-09,C0144,9072,7052
2024-10,C0144,8639,6782
2024-11,C0144,10429,7980
2024-12,C0144,9301,7240
2025-01,C0144,8935,6975
2025-02,C0144,8346,6436
2025-03,C0144,9466,7425
2025-04,C0144,8462,6618
2025-05,C0144,9067,7150
2025-06,C0144,8558,6591
2025-07,C0144,9468,7384
2025-08,C0144,9450,6997
2025-09,C0144,8726,6701
2025-10,C0144,9209,7114
2025-11,C0144,2715,2118
2024-02,C0145,3355,3135
2024-03,C0145,9965,8402
2024-04,C0145,10624,8064
2024-05,C0145,11234,8710
2024-06,C0145,10192,8097
2024-07,C0145,10875,8335
2024-08,C0145,10279,8016
2024-09,C0145,10657,8405
2024-10,C0145,11882,8831
2024-11,C0145,10025,7917
2024-12,C0145,11971,9231
2025-01,C0145,10610,8233
2025-02,C0145,9494,7474
2025-03,C0145,11195,8698
2025-04,C0145,10744,8319
2025-05,C0145,11158,8350
2025-06,C0145,10425,8115
2025-07,C0145,11035,8562
2025-08,C0145,12052,9203
2025-09,C0145,10701,8350
2025-10,C0145,10907,8542
2025-11,C0145,3089,2448
2024-02,C0146,3393,3197
2024-03,C0146,12319,10227
2024-04,C0146,12144,9406
2024-05,C0146,12670,9728
2024-06,C0146,12707,9868
2024-07,C0146,11948,9312
2024-08,C0146,11955,9313
2024-09,C0146,13810,10652
2024-10,C0146,11764,9234
2024-11,C0146,12480,9491
2024-12,C0146,11954,9314
2025-01,C0146,13102,9623
2025-02,C0146,11849,9320
2025-03,C0146,13184,10195
2025-04,C0146,12176,9473
2025-05,C0146,12024,9438
2025-06,C0146,12509,9393
2025-07,C0146,12665,9676
2025-08,C0146,12649,9834
2025-09,C0146,12517,9524
2025-10,C0146,12686,9786
2025-11,C0146,3485,2789
2024-02,C0147,3867,3697
2024-03,C0147,13370,10521
2024-04,C0147,13798,10680
2024-05,C0147,13709,10710
2024-06,C0147,13260,10121
2024-07,C0147,14035,10804
2024-08,C0147,14433,11213
2024-09,C0147,13877,10413
2024-10,C0147,13551,10634
2024-11,C0147,13016,10171
2024-12,C0147,13774,10450
2025-01,C0147,13809,10224
2025-02,C0147,12021,9495
2025-03,C0147,12982,10216
2025-04,C0147,13044,9975
2025-05,C0147,14449,11111
2025-06,C0147,13211,10213
2025-07,C0147,14900,11356
2025-08,C0147,13750,10719
2025-09,C0147,12897,10014
2025-10,C0147,13430,10451
2025-11,C0147,3770,2957
2024-02,C0148,3290,2990
2024-03,C0148,12332,9673
2024-04,C0148,11275,8791
2024-05,C0148,11624,8887
2024-06,C0148,11497,8705
2024-07,C0148,11696,8845
2024-08,C0148,11243,8817
2024-09,C0148,11586,8913
2024-10,C0148,12237,9543
2024-11,C0148,11198,8727
2024-12,C0148,12273,9579
2025-01,C0148,12726,9898
2025-02,C0148,10223,7915
2025-03,C0148,12233,9473
2025-04,C0148,12225,9489
2025-05,C0148,11494,8977
2025-06,C0148,10842,8525
2025-07,C0148,11565,9085
2025-08,C0148,12455,9331
2025-09,C0148,11527,9091
2025-10,C0148,10943,8592
2025-11,C0148,3714,2610
2024-02,C0149,2170,1995
2024-03,C0149,6879,5310
2024-04,C0149,5633,4667
2024-05,C0149,6059,5428
2024-06,C0149,5342,4969
2024-07,C0149,5207,4949
2024-08,C0149,6318,5581
2024-09,C0149,5484,4988
2024-10,C0149,5843,5341
2024-11,C0149,5289,5005
2024-12,C0149,5289,5015
2025-01,C0149,5482,5145
2025-02,C0149,4765,4471
2025-03,C0149,5357,5054
2025-04,C0149,5315,5016
2025-05,C0149,5693,5178
2025-06,C0149,5661,5258
2025-07,C0149,6816,5364
2025-08,C0149,6300,4939
2025-09,C0149,6344,4905
2025-10,C0149,6851,5353
2025-11,C0149,2053,1548
2024-02,C0150,33871,31665
2024-03,C0150,116693,91943
2024-04,C0150,112883,86220
2024-05,C0150,108313,85069
2024-06,C0150,111464,85442
2024-07,C0150,109440,84378
2024-08,C0150,115759,87468
2024-09,C0150,118641,85976
2024-10,C0150,114853,90768
2024-11,C0150,116473,90613
2024-12,C0150,119223,88188
2025-01,C0150,110691,86086
2025-02,C0150,105457,80528
2025-03,C0150,121336,91492
2025-04,C0150,113834,88671
2025-05,C0150,112183,87756
2025-06,C0150,108955,83443
2025-07,C0150,123013,95243
2025-08,C0150,113728,86754
2025-09,C0150,110110,85952
2025-10,C0150,111505,86436
2025-11,C0150,31769,24813
2024-02,C0151,40447,34092
2024-03,C0151,115078,92109
2024-04,C0151,116216,90580
2024-05,C0151,118977,93579
2024-06,C0151,109710,85674
2024-07,C0151,123373,97102
2024-08,C0151,120667,92555
2024-09,C0151,119555,94626
2024-10,C0151,134184,99224
2024-11,C0151,122617,96444
2024-12,C0151,136323,95645
2025-01,C0151,119046,92044
2025-02,C0151,111629,87336
2025-03,C0151,119780,92641
2025-04,C0151,120247,91958
2025-05,C0151,118960,93021
2025-06,C0151,113719,88468
2025-07,C0151,124886,96241
2025-08,C0151,125591,96079
2025-09,C0151,126125,95562
2025-10,C0151,138326,107791
2025-11,C0151,36082,28217
2024-02,C0152,42207,38924
2024-03,C0152,146146,113611
2024-04,C0152,138587,108616
2024-05,C0152,142670,112542
2024-06,C0152,147002,114726
2024-07,C0152,156285,120785
2024-08,C0152,149328,112290
2024-09,C0152,145902,112204
2024-10,C0152,155980,119296
2024-11,C0152,139461,109189
2024-12,C0152,143060,112241
2025-01,C0152,152388,114759
2025-02,C0152,129397,98938
2025-03,C0152,145172,110055
2025-04,C0152,147760,115263
2025-05,C0152,151032,116426
2025-06,C0152,147125,115089
2025-07,C0152,147563,111696
2025-08,C0152,149712,117917
2025-09,C0152,151972,117413
2025-10,C0152,141401,107208
2025-11,C0152,41219,32369
2024-02,C0153,38399,35452
2024-03,C0153,128866,103043
2024-04,C0153,124868,93965
2024-05,C0153,136021,104522
2024-06,C0153,139974,106936
2024-07,C0153,135021,105097
2024-08,C0153,137657,104281
2024-09,C0153,133617,104171
2024-10,C0153,127341,100837
2024-11,C0153,123123,94163
2024-12,C0153,133829,101666
2025-01,C0153,134115,102617
2025-02,C0153,122676,94271
2025-03,C0153,139860,108242
2025-04,C0153,130351,102328
2025-05,C0153,135661,106029
2025-06,C0153,124959,96939
2025-07,C0153,134860,104810
2025-08,C0153,136606,101391
2025-09,C0153,126478,97786
2025-10,C0153,144203,109892
2025-11,C0153,41524,32436
2024-02,C0154,27415,26071
2024-03,C0154,94049,76113
2024-04,C0154,97813,74415
2024-05,C0154,92079,72101
2024-06,C0154,96449,73705
2024-07,C0154,95129,74702
2024-08,C0154,101663,76808
2024-09,C0154,100349,74425
2024-10,C0154,97980,75549
2024-11,C0154,97866,76808
2024-12,C0154,106973,79726
2025-01,C0154,92505,72541
2025-02,C0154,86510,67977
2025-03,C0154,98681,75080
2025-04,C0154,96999,74384
2025-05,C0154,102087,79960
2025-06,C0154,92508,70356
2025-07,C0154,100099,78281
2025-08,C0154,98960,75810
2025-09,C0154,95185,73939
2025-10,C0154,100825,79061
2025-11,C0154,28151,22341
2024-02,C0155,28467,26550
2024-03,C0155,91062,71027
2024-04,C0155,95711,75015
2024-05,C0155,92357,71711
2024-06,C0155,95246,71699
2024-07,C0155,94258,73303
2024-08,C0155,95040,73998
2024-09,C0155,94974,74439
2024-10,C0155,91919,71730
2024-11,C0155,95394,73041
2024-12,C0155,92906,73034
2025-01,C0155,103423,76772
2025-02,C0155,84715,63357
2025-03,C0155,94626,71599
2025-04,C0155,94176,73226
2025-05,C0155,99223,76761
2025-06,C0155,90310,70479
2025-07,C0155,94493,74422
2025-08,C0155,102160,77297
2025-09,C0155,88816,69736
2025-10,C0155,101512,77034
2025-11,C0155,30142,23582
2024-02,C0156,57389,49558
2024-03,C0156,162420,129205
2024-04,C0156,168001,127861
2024-05,C0156,181424,136872
2024-06,C0156,169700,133143
2024-07,C0156,183354,144272
2024-08,C0156,201525,149956
2024-09,C0156,176187,135360
2024-10,C0156,169267,130603
2024-11,C0156,163001,126182
2024-12,C0156,177939,134110
2025-01,C0156,172451,135588
2025-02,C0156,167699,129977
2025-03,C0156,166955,129987
2025-04,C0156,165752,131058
2025-05,C0156,177975,136509
2025-06,C0156,169430,131014
2025-07,C0156,185139,137516
2025-08,C0156,167803,132190
2025-09,C0156,168193,126821
2025-10,C0156,181738,137448
2025-11,C0156,45688,35824
2024-02,C0157,49154,46580
2024-03,C0157,128402,103583
2024-04,C0157,139860,109295
2024-05,C0157,134925,106345
2024-06,C0157,131318,96774
2024-07,C0157,132913,104111
2024-08,C0157,137926,105461
2024-09,C0157,133027,103666
2024-10,C0157,144029,108499
2024-11,C0157,130178,102307
2024-12,C0157,138389,108718
2025-01,C0157,134544,103528
2025-02,C0157,127005,93717
2025-03,C0157,141301,106983
2025-04,C0157,130226,100389
2025-05,C0157,135374,104431
2025-06,C0157,151698,109146
2025-07,C0157,138442,108280
2025-08,C0157,138783,109366
2025-09,C0157,136888,103265
2025-10,C0157,145357,111581
2025-11,C0157,39019,30081
2024-02,C0158,48198,45076
2024-03,C0158,164760,130656
2024-04,C0158,162056,126055
2024-05,C0158,172318,133403
2024-06,C0158,190356,146667
2024-07,C0158,165527,129819
2024-08,C0158,161205,126138
2024-09,C0158,160184,124183
2024-10,C0158,163020,123288
2024-11,C0158,178539,130574
2024-12,C0158,176167,137998
2025-01,C0158,167731,131128
2025-02,C0158,161055,123808
2025-03,C0158,174717,136251
2025-04,C0158,165334,125150
2025-05,C0158,164536,126135
2025-06,C0158,170916,125498
2025-07,C0158,168064,132501
2025-08,C0158,165447,128860
2025-09,C0158,160235,122419
2025-10,C0158,175699,132340
2025-11,C0158,56140,43450
2024-02,C0159,52806,49241
2024-03,C0159,165618,135335
2024-04,C0159,177541,139493
2024-05,C0159,173216,131768
2024-06,C0159,179514,140918
2024-07,C0159,191728,142337
2024-08,C0159,181777,136823
2024-09,C0159,174799,136424
2024-10,C0159,194845,152420
2024-11,C0159,183180,137778
2024-12,C0159,172507,134428
2025-01,C0159,171859,134987
2025-02,C0159,163641,123255
2025-03,C0159,177444,136967
2025-04,C0159,172486,131391
2025-05,C0159,177330,138985
2025-06,C0159,185117,143705
2025-07,C0159,171893,134893
2025-08,C0159,178666,139168
2025-09,C0159,173209,130728
2025-10,C0159,170763,133372
2025-11,C0159,50320,39730
2024-02,C0160,26618,24979
2024-03,C0160,94124,72284
2024-04,C0160,87757,68559
2024-05,C0160,92757,72223
2024-06,C0160,99866,72967
2024-07,C0160,96845,73190
2024-08,C0160,95554,74226
2024-09,C0160,90044,70540
2024-10,C0160,95722,75776
2024-11,C0160,93428,73146
2024-12,C0160,97564,76027
2025-01,C0160,98082,74986
2025-02,C0160,88036,66834
2025-03,C0160,90146,70138
2025-04,C0160,92761,71540
2025-05,C0160,91693,70613
2025-06,C0160,89073,69969
2025-07,C0160,92888,71882
2025-08,C0160,96766,71785
2025-09,C0160,90408,68926
2025-10,C0160,89578,70315
2025-11,C0160,26612,20492
2024-02,C0161,36673,34258
2024-03,C0161,121234,98141
2024-04,C0161,124412,96351
2024-05,C0161,126003,96618
2024-06,C0161,123184,93598
2024-07,C0161,131360,102925
2024-08,C0161,127432,97380
2024-09,C0161,125909,94453
2024-10,C0161,136583,107474
2024-11,C0161,127276,99358
2024-12,C0161,129049,99722
2025-01,C0161,139101,106319
2025-02,C0161,113320,88025
2025-03,C0161,128010,97633
2025-04,C0161,126601,95411
2025-05,C0161,126945,99285
2025-06,C0161,127908,100759
2025-07,C0161,131374,102932
2025-08,C0161,136152,102482
2025-09,C0161,126920,94252
2025-10,C0161,128165,98390
2025-11,C0161,36948,28275
2024-02,C0162,36612,35387
2024-03,C0162,121722,98164
2024-04,C0162,120678,92324
2024-05,C0162,124385,97596
2024-06,C0162,129747,101950
2024-07,C0162,127964,98769
2024-08,C0162,130549,98800
2024-09,C0162,124462,98664
2024-10,C0162,138972,108383
2024-11,C0162,120962,94927
2024-12,C0162,122682,95712
2025-01,C0162,132705,103135
2025-02,C0162,124129,95456
2025-03,C0162,135914,98485
2025-04,C0162,129527,100661
2025-05,C0162,131494,101808
2025-06,C0162,128843,100904
2025-07,C0162,125055,98550
2025-08,C0162,127610,97884
2025-09,C0162,128340,96048
2025-10,C0162,130636,99458
2025-11,C0162,35716,27159
2024-02,C0163,39710,37638
2024-03,C0163,136514,109475
2024-04,C0163,133254,101754
2024-05,C0163,131385,102412
2024-06,C0163,129565,99186
2024-07,C0163,136350,107508
2024-08,C0163,133460,102527
2024-09,C0163,132278,101352
2024-10,C0163,136907,104654
2024-11,C0163,134131,104486
2024-12,C0163,132015,99795
2025-01,C0163,133024,100221
2025-02,C0163,116140,90668
2025-03,C0163,143220,107064
2025-04,C0163,133619,105475
2025-05,C0163,128836,99979
2025-06,C0163,133940,104147
2025-07,C0163,130127,101117
2025-08,C0163,141528,108259
2025-09,C0163,135482,102493
2025-10,C0163,133238,101200
2025-11,C0163,36898,29306
2024-02,C0164,37146,35099
2024-03,C0164,132866,103315
2024-04,C0164,125505,98851
2024-05,C0164,134105,103279
2024-06,C0164,125148,97883
2024-07,C0164,144892,113350
2024-08,C0164,131501,103203
2024-09,C0164,125410,98330
2024-10,C0164,134170,101321
2024-11,C0164,126710,99174
2024-12,C0164,134667,105834
2025-01,C0164,141530,102310
2025-02,C0164,121875,94725
2025-03,C0164,131833,101787
2025-04,C0164,123319,94975
2025-05,C0164,132234,103857
2025-06,C0164,125470,96381
2025-07,C0164,134510,104842
2025-08,C0164,136285,101811
2025-09,C0164,134959,98621
2025-10,C0164,131619,100112
2025-11,C0164,39293,28668
2024-02,C0165,39306,34595
2024-03,C0165,115019,91981
2024-04,C0165,125235,97310
2024-05,C0165,120650,91129
2024-06,C0165,134010,98760
2024-07,C0165,121867,94451
2024-08,C0165,122914,95139
2024-09,C0165,118231,90505
2024-10,C0165,122377,95825
2024-11,C0165,126171,99041
2024-12,C0165,121453,94577
2025-01,C0165,121544,94860
2025-02,C0165,112459,87356
2025-03,C0165,119929,94133
2025-04,C0165,110494,86010
2025-05,C0165,131364,103372
2025-06,C0165,129344,94051
2025-07,C0165,123260,93636
2025-08,C0165,124349,96810
2025-09,C0165,121497,93492
2025-10,C0165,128291,94841
2025-11,C0165,38064,27470
2024-02,C0166,33545,31747
2024-03,C0166,117372,91985
2024-04,C0166,117937,89164
2024-05,C0166,126857,97104
2024-06,C0166,115789,89529
2024-07,C0166,117473,93060
2024-08,C0166,115261,89261
2024-09,C0166,115698,90326
2024-10,C0166,112628,88618
2024-11,C0166,118494,90946
2024-12,C0166,136242,102930
2025-01,C0166,119581,91723
2025-02,C0166,116292,85295
2025-03,C0166,125355,97784
2025-04,C0166,131421,93353
2025-05,C0166,119674,94198
2025-06,C0166,115243,89851
2025-07,C0166,117519,92369
2025-08,C0166,124982,98084
2025-09,C0166,115191,89469
2025-10,C0166,130196,97766
2025-11,C0166,35855,27644
2024-02,C0167,27002,24102
2024-03,C0167,71799,57651
2024-04,C0167,71289,54314
2024-05,C0167,75999,55908
2024-06,C0167,77113,60516
2024-07,C0167,70041,54283
2024-08,C0167,74929,57802
2024-09,C0167,64032,52241
2024-10,C0167,73729,55590
2024-11,C0167,67827,54275
2024-12,C0167,77670,59880
2025-01,C0167,68209,55591
2025-02,C0167,54111,51178
2025-03,C0167,61234,57402
2025-04,C0167,54917,51844
2025-05,C0167,57397,54389
2025-06,C0167,62630,58729
2025-07,C0167,60581,54163
2025-08,C0167,60685,57023
2025-09,C0167,55732,53243
2025-10,C0167,62983,58384
2025-11,C0167,20922,17176
2024-02,C0168,37041,34042
2024-03,C0168,112258,86424
2024-04,C0168,107649,83917
2024-05,C0168,105291,82095
2024-06,C0168,103628,80516
2024-07,C0168,111881,86539
2024-08,C0168,118786,89656
2024-09,C0168,115739,88196
2024-10,C0168,118694,91048
2024-11,C0168,118510,91715
2024-12,C0168,107831,84080
2025-01,C0168,108089,85188
2025-02,C0168,104305,78148
2025-03,C0168,114059,88642
2025-04,C0168,107454,82417
2025-05,C0168,117603,89841
2025-06,C0168,103619,80900
2025-07,C0168,112580,86707
2025-08,C0168,108218,84505
2025-09,C0168,108660,83350
2025-10,C0168,112724,88156
2025-11,C0168,31561,24994
2024-02,C0169,29186,25451
2024-03,C0169,97140,74698
2024-04,C0169,89161,68500
2024-05,C0169,93058,72738
2024-06,C0169,93529,72369
2024-07,C0169,93302,71348
2024-08,C0169,92974,72924
2024-09,C0169,91440,70652
2024-10,C0169,90099,70710
2024-11,C0169,101487,76961
2024-12,C0169,92215,71313
2025-01,C0169,102116,75837
2025-02,C0169,78731,63412
2025-03,C0169,87707,79306
2025-04,C0169,76639,73005
2025-05,C0169,78447,73296
2025-06,C0169,77790,72654
2025-07,C0169,84840,71819
2025-08,C0169,82199,71946
2025-09,C0169,80990,69296
2025-10,C0169,92172,72363
2025-11,C0169,26611,20533
2024-02,C0170,34389,33248
2024-03,C0170,124083,97719
2024-04,C0170,113271,88472
2024-05,C0170,116264,91294
2024-06,C0170,120700,89095
2024-07,C0170,121880,95366
2024-08,C0170,123843,95251
2024-09,C0170,115798,90971
2024-10,C0170,120896,90605
2024-11,C0170,117856,90642
2024-12,C0170,118735,90616
2025-01,C0170,117347,91429
2025-02,C0170,111993,87526
2025-03,C0170,124198,97825
2025-04,C0170,126340,96063
2025-05,C0170,125490,98625
2025-06,C0170,123720,93456
2025-07,C0170,120240,91078
2025-08,C0170,115414,90433
2025-09,C0170,112494,87382
2025-10,C0170,117425,90283
2025-11,C0170,34831,27408
2024-02,C0171,29902,28395
2024-03,C0171,97184,78103
2024-04,C0171,94621,74174
2024-05,C0171,102058,80338
2024-06,C0171,108963,84440
2024-07,C0171,95658,76269
2024-08,C0171,101292,82446
2024-09,C0171,109110,78747
2024-10,C0171,99503,75460
2024-11,C0171,91944,74316
2024-12,C0171,81389,75865
2025-01,C0171,82852,78296
2025-02,C0171,75518,68275
2025-03,C0171,109346,87189
2025-04,C0171,96566,78421
2025-05,C0171,107361,84679
2025-06,C0171,99601,75671
2025-07,C0171,101265,79299
2025-08,C0171,88425,78885
2025-09,C0171,97236,79541
2025-10,C0171,107133,80324
2025-11,C0171,32196,25296
2024-02,C0172,37936,36071
2024-03,C0172,139562,112125
2024-04,C0172,127957,96709
